Last Name,First Name,Date of Birth,Gender,Address LGA,State of Origin,Geopolitical Zone,School Type,Schools LGA,Secondary School Living Arrangement,Digital methods in school,Weekly Hours Spent Reading,Mentor,Parents Occupation,Financial status,Future Ambition,Digital literacy,Extra Extracurricular Activities,Do you have a library in your school?,Library visit,Academic Stream,Attendance Rate,Study Habits,Behavioral Condition in School,Learning Environment,Private Tutors,Access to online Learning Platform,Supportive Home Environment,Parental Engagement in School Life,Qualified Teachers,Anxiety Before Exam,Do you understand English,Access to Practice Exams,Past Jamb Score,Credit pass in core five subjects
Ibiam,Mohammed,2009-07-25,Female,Ibeju-Lekki,Benue,South South,Private,Agege,Boarding,No,3 hours,Yes,Civil Servant,Low Income,Engineer,Medium,Drama,Yes,Rarely,Commerce,9,Occasional,Minor Issues,Good,No,No,Yes,Strongly Agree,Yes,High,Yes,No,307,Yes
Tsadu,Mathew,2007-05-01,Female,Badagry,Niger,South South,Private,Shomolu,Day,Yes,10 hours,No,Engineer,Middle Income,Developer,High,Clubs,Yes,Often,Arts,5,Occasional,Average,Good,No,Yes,Yes,Disagree,No,Low,Yes,Yes,243,Yes
Oni,Harisu,2004-12-19,Male,Lagos Island,Nasarawa,South West,Public,Shomolu,Day,Yes,32 hours,No,Medical Professional,Middle Income,Developer,Medium,Music,No,Sometimes,Arts,3,Daily,Average,Good,Yes,Yes,Yes,Agree,No,Low,Yes,Yes,310,Yes
Badamasi,Ayodele,2010-06-03,Male,Surulere,Taraba,North East,Public,Ikorodu,Day,Yes,3 hours,Yes,Farmer,High Income,Scientist,High,None,Yes,Often,Arts,10,Daily,Average,Average,No,Yes,No,Neutral,Yes,Low,No,Yes,189,Yes
Osanyintipin,Tolu,2008-10-28,Female,Shomolu,Katsina,South South,Public,Kosofe,Day,No,32 hours,No,Civil Servant,Middle Income,Engineer,Low,Music,No,Often,Arts,1,Occasional,Average,Average,Yes,Yes,Yes,Strongly Agree,No,Medium,Yes,No,316,Yes
Ibiam,Gerald,2008-12-17,Female,Kosofe,Osun,South East,Private,Alimosho,Boarding,No,10 hours,No,Teacher,High Income,Engineer,Low,None,Yes,Often,Science,3,Daily,Major Issues,Good,No,Yes,No,Neutral,No,Low,Yes,Yes,234,Yes
Ogbonna,Emmanuel,2007-05-22,Male,Agege,Niger,South West,Private,Amuwo-Odofin,Boarding,Yes,3 hours,No,Engineer,Middle Income,Teacher,High,None,No,Sometimes,Arts,10,Occasional,Minor Issues,Poor,No,Yes,Yes,Neutral,No,High,No,Yes,196,No
Sheriff,Uchechukwu,2010-12-10,Female,Lagos Island,Oyo,South West,Public,Agege,Day,No,5 hours,No,Civil Servant,Middle Income,Scientist,High,Clubs,Yes,Often,Arts,3,Occasional,Good,Average,Yes,Yes,Yes,Agree,Yes,Medium,Yes,No,319,Yes
Mohammed,Muhammad,2005-09-11,Female,Epe,Kaduna,North East,Private,Alimosho,Day,Yes,3 hours,Yes,Civil Servant,Middle Income,Artist,Medium,None,No,Rarely,Arts,4,Rarely,Excellent,Poor,No,No,No,Disagree,No,Medium,No,Yes,184,No
Nnenanya,Charity,2006-04-02,Female,Oshodi-Isolo,Katsina,North West,Private,Apapa,Day,Yes,3 hours,No,Teacher,Middle Income,Teacher,Low,Music,Yes,Rarely,Science,4,Daily,Good,Average,No,No,No,Strongly Disagree,No,Medium,Yes,No,269,No
Isong,Gbuuka,2006-07-15,Female,Agege,Bayelsa,North West,Private,Lagos Island,Boarding,No,32 hours,No,Civil Servant,High Income,Scientist,High,Sports,No,Sometimes,Science,5,Occasional,Average,Poor,No,Yes,No,Strongly Agree,Yes,High,No,Yes,162,No
Nwosu,Sani,2006-05-20,Female,Shomolu,Imo,South South,Private,Epe,Boarding,Yes,1 hour,Yes,Civil Servant,Middle Income,Lawyer,Low,Clubs,Yes,Rarely,Arts,6,Daily,Average,Poor,No,Yes,No,Neutral,No,Low,No,Yes,313,No
Okolie,Bassey,2010-02-13,Male,Alimosho,Delta,South West,Public,Eti-Osa,Day,No,5 hours,Yes,Teacher,Middle Income,Developer,High,Drama,No,Sometimes,Arts,2,Daily,Major Issues,Good,Yes,Yes,Yes,Strongly Disagree,No,Low,No,Yes,259,No
Ezeji,Ijeoma,2008-04-13,Female,Amuwo-Odofin,Akwa Ibom,South South,Public,Apapa,Boarding,No,5 hours,No,Engineer,Low Income,Engineer,Low,None,No,Rarely,Arts,2,Rarely,Average,Poor,Yes,No,No,Neutral,Yes,Medium,No,No,139,No
Rasaki,Omotola,2010-02-12,Female,Badagry,Cross River,South East,Private,Ojo,Boarding,Yes,1 hour,No,Farmer,Middle Income,Businessperson,High,Music,No,Often,Arts,1,Rarely,Average,Good,Yes,No,Yes,Neutral,No,High,Yes,Yes,321,Yes
Balogun,Tolu,2006-07-15,Male,Lagos Mainland,Abia,North West,Private,Lagos Mainland,Day,No,5 hours,No,Medical Professional,Low Income,Businessperson,Low,Sports,No,Often,Arts,1,Occasional,Excellent,Average,Yes,No,No,Disagree,No,Medium,No,Yes,222,No
Aminu,Ibrahim,2006-05-18,Female,Ibeju-Lekki,Kogi,South South,Public,Apapa,Day,No,5 hours,No,Civil Servant,Middle Income,Teacher,Medium,None,Yes,Sometimes,Arts,10,Occasional,Good,Average,Yes,Yes,No,Neutral,No,Medium,No,No,268,No
Sanbauna,Adekunle,2008-03-17,Male,Oshodi-Isolo,Imo,South South,Private,Surulere,Boarding,No,32 hours,Yes,Engineer,Middle Income,Artist,Low,Clubs,Yes,Rarely,Arts,1,Rarely,Minor Issues,Poor,Yes,No,No,Strongly Disagree,No,Medium,No,No,307,No
Nnenanya,Chisom,2011-03-24,Male,Kosofe,Adamawa,South West,Private,Ikeja,Day,Yes,1 hour,Yes,Teacher,High Income,Doctor,Low,Drama,Yes,Sometimes,Commerce,7,Occasional,Average,Average,Yes,Yes,Yes,Strongly Agree,No,High,No,Yes,199,Yes
Mohammed,Mansir,2008-04-10,Female,Ifako-Ijaye,Ondo,South East,Public,Oshodi-Isolo,Boarding,Yes,10 hours,Yes,Engineer,Low Income,Developer,High,None,Yes,Often,Science,1,Rarely,Good,Poor,Yes,Yes,Yes,Disagree,No,Low,No,No,241,No
Afolayan,Bisi,2007-10-02,Male,Oshodi-Isolo,Abuja,South East,Public,Ifako-Ijaye,Day,Yes,10 hours,Yes,Teacher,Middle Income,Teacher,Medium,Sports,No,Rarely,Commerce,6,Daily,Excellent,Poor,Yes,No,Yes,Agree,No,Low,Yes,No,216,Yes
Arinze,Oladipupo,2008-06-23,Female,Oshodi-Isolo,Niger,South South,Public,Ibeju-Lekki,Boarding,Yes,10 hours,No,Business,Middle Income,Developer,Low,Music,Yes,Rarely,Arts,4,Occasional,Major Issues,Average,Yes,No,No,Disagree,Yes,Low,No,No,269,No
Oyeniran,Abba,2006-09-19,Male,Shomolu,Kwara,South East,Private,Badagry,Day,Yes,10 hours,Yes,Engineer,Low Income,Scientist,Medium,Clubs,Yes,Rarely,Arts,1,Occasional,Minor Issues,Good,No,Yes,No,Strongly Disagree,No,Low,Yes,No,123,No
Adebayo,Adewumi,2007-11-25,Female,Ikorodu,Niger,South East,Public,Ifako-Ijaye,Day,Yes,5 hours,Yes,Medical Professional,High Income,Lawyer,Medium,Drama,Yes,Often,Arts,9,Daily,Major Issues,Average,No,No,Yes,Disagree,No,High,Yes,Yes,166,No
Ogore,Cyril,2009-09-02,Female,Alimosho,Ebonyi,South West,Private,Badagry,Boarding,Yes,5 hours,No,Teacher,Low Income,Engineer,Low,Music,Yes,Often,Science,9,Daily,Excellent,Good,Yes,Yes,Yes,Strongly Agree,Yes,High,No,Yes,279,Yes
Adebayo,Agai,2007-09-24,Male,Oshodi-Isolo,Lagos,South West,Private,Ibeju-Lekki,Day,No,32 hours,Yes,Teacher,Low Income,Lawyer,High,Sports,Yes,Often,Science,7,Rarely,Good,Good,Yes,No,Yes,Agree,No,Medium,Yes,Yes,120,No
Omora,Edward,2009-12-13,Female,Ibeju-Lekki,Plateau,South East,Public,Badagry,Boarding,Yes,10 hours,Yes,Engineer,High Income,Doctor,High,Drama,No,Often,Commerce,9,Rarely,Minor Issues,Good,No,No,Yes,Neutral,No,High,No,No,336,No
Ekpe,Abba,2009-04-17,Male,Surulere,Sokoto,South South,Private,Shomolu,Day,Yes,32 hours,Yes,Teacher,High Income,Developer,Low,Drama,No,Rarely,Commerce,5,Rarely,Minor Issues,Good,No,No,No,Agree,No,Medium,No,Yes,161,Yes
Ogore,Lateef,2011-03-29,Female,Lagos Mainland,Zamfara,North West,Private,Amuwo-Odofin,Day,Yes,5 hours,No,Teacher,Middle Income,Artist,Low,Music,No,Often,Science,4,Occasional,Minor Issues,Poor,Yes,Yes,No,Neutral,No,Medium,No,Yes,170,No
Ibrahim,Oladipupo,2010-10-28,Male,Kosofe,Benue,South South,Public,Apapa,Day,No,1 hour,No,Engineer,Middle Income,Teacher,Low,None,Yes,Often,Arts,1,Daily,Major Issues,Poor,Yes,Yes,Yes,Disagree,Yes,Low,No,Yes,247,No
Nnenanya,Christiana,2009-04-30,Female,Kosofe,Sokoto,South South,Private,Oshodi-Isolo,Day,No,3 hours,Yes,Engineer,Middle Income,Teacher,Low,Music,Yes,Sometimes,Science,3,Rarely,Minor Issues,Good,Yes,Yes,No,Strongly Agree,No,High,Yes,No,151,Yes
Andrew,Ibrahim,2007-05-07,Male,Oshodi-Isolo,Delta,North West,Public,Epe,Boarding,Yes,10 hours,Yes,Civil Servant,Low Income,Scientist,Low,Music,No,Sometimes,Science,2,Rarely,Good,Average,Yes,No,Yes,Agree,No,Medium,No,No,302,No
Yusuf,Oleje,2010-02-07,Female,Ibeju-Lekki,Imo,South West,Public,Ifako-Ijaye,Boarding,No,10 hours,No,Medical Professional,Middle Income,Engineer,Medium,Drama,Yes,Rarely,Arts,2,Occasional,Excellent,Poor,No,No,Yes,Agree,Yes,Medium,Yes,No,131,No
Osanyintipin,Bukola,2009-06-28,Female,Lagos Island,Akwa Ibom,South South,Public,Lagos Island,Day,Yes,5 hours,Yes,Engineer,Middle Income,Doctor,Low,Drama,No,Rarely,Arts,7,Daily,Excellent,Poor,Yes,Yes,Yes,Agree,No,High,Yes,No,329,No
Ajibola,Binam,2005-07-10,Male,Lagos Mainland,Kogi,South East,Public,Lagos Island,Day,No,3 hours,No,Farmer,Middle Income,Doctor,Low,Sports,Yes,Often,Arts,7,Occasional,Minor Issues,Good,Yes,Yes,No,Agree,No,Low,No,Yes,295,No
Osanyintipin,Emmanuel,2006-09-18,Male,Ibeju-Lekki,Rivers,South East,Public,Ibeju-Lekki,Day,No,32 hours,No,Medical Professional,Middle Income,Businessperson,Low,Music,No,Rarely,Arts,8,Daily,Average,Good,Yes,Yes,No,Strongly Disagree,No,Low,Yes,Yes,223,No
Osakwe,Sadiq,2005-08-12,Male,Agege,Gombe,South West,Public,Surulere,Boarding,No,32 hours,No,Engineer,High Income,Engineer,High,Music,Yes,Often,Science,4,Daily,Average,Average,Yes,Yes,No,Neutral,No,Low,No,Yes,334,No
Odumodu,Ebisu,2005-12-18,Female,Lagos Mainland,Ondo,South West,Private,Oshodi-Isolo,Day,Yes,3 hours,No,Business,High Income,Teacher,Low,Sports,Yes,Often,Commerce,3,Rarely,Good,Poor,Yes,No,No,Strongly Disagree,No,High,No,No,255,Yes
Yusuf,Haladu,2006-11-07,Female,Ibeju-Lekki,Kaduna,South West,Private,Ojo,Boarding,No,32 hours,Yes,Engineer,High Income,Scientist,Low,Sports,Yes,Often,Science,10,Occasional,Major Issues,Average,Yes,No,Yes,Neutral,Yes,Low,Yes,No,199,No
Obi,Haladu,2008-06-05,Male,Ibeju-Lekki,Bauchi,North East,Public,Mushin,Boarding,No,10 hours,Yes,Engineer,Low Income,Scientist,Medium,Drama,Yes,Often,Arts,1,Rarely,Minor Issues,Poor,Yes,No,No,Neutral,No,High,Yes,No,212,Yes
Ajeigbe,Kelechi,2007-11-11,Male,Ikeja,Akwa Ibom,North East,Private,Ikeja,Day,Yes,10 hours,No,Civil Servant,Low Income,Engineer,Medium,Sports,No,Sometimes,Arts,5,Occasional,Good,Average,No,Yes,No,Agree,Yes,Medium,Yes,No,339,No
Akinbode,Agai,2007-02-08,Male,Ibeju-Lekki,Ondo,South East,Private,Ifako-Ijaye,Day,No,5 hours,No,Business,High Income,Teacher,Low,Sports,No,Rarely,Commerce,6,Rarely,Excellent,Poor,Yes,Yes,No,Agree,No,High,No,No,108,No
Ahmad,Isiaka,2007-05-02,Male,Mushin,Sokoto,South South,Private,Kosofe,Day,No,10 hours,No,Medical Professional,High Income,Doctor,Medium,Clubs,No,Sometimes,Arts,8,Daily,Good,Poor,Yes,No,No,Strongly Agree,Yes,Low,No,Yes,210,No
Yahaya,Fatai,2007-07-17,Female,Amuwo-Odofin,Borno,North East,Public,Mushin,Day,Yes,5 hours,Yes,Civil Servant,Middle Income,Developer,Medium,Clubs,Yes,Rarely,Science,6,Daily,Minor Issues,Poor,Yes,No,Yes,Neutral,No,High,No,No,101,No
Obi,Kenith,2009-07-07,Male,Ikorodu,Zamfara,South South,Public,Shomolu,Boarding,Yes,32 hours,No,Civil Servant,Middle Income,Engineer,High,Clubs,No,Rarely,Science,10,Occasional,Average,Average,No,Yes,Yes,Strongly Disagree,No,High,Yes,Yes,193,No
Abubakar,Abiodun,2009-03-27,Female,Eti-Osa,Enugu,North West,Private,Ajeromi-Ifelodun,Boarding,Yes,1 hour,No,Teacher,Low Income,Businessperson,Medium,None,Yes,Sometimes,Arts,9,Occasional,Good,Average,No,No,Yes,Agree,Yes,Low,No,Yes,193,No
Nwadi,Khadijah,2009-08-19,Female,Kosofe,Abuja,South East,Public,Ojo,Boarding,No,1 hour,No,Farmer,Low Income,Engineer,Low,Clubs,No,Rarely,Commerce,9,Daily,Average,Average,No,Yes,No,Strongly Disagree,No,High,Yes,Yes,243,Yes
Olaleye,Samuel,2009-04-28,Male,Amuwo-Odofin,Osun,North East,Private,Shomolu,Day,Yes,1 hour,Yes,Business,Low Income,Engineer,High,Sports,Yes,Rarely,Arts,8,Daily,Major Issues,Poor,Yes,Yes,No,Disagree,No,Medium,Yes,Yes,264,No
Nnamdi,Ruth,2011-09-16,Male,Alimosho,Osun,South East,Public,Ibeju-Lekki,Boarding,No,1 hour,Yes,Medical Professional,Low Income,Businessperson,High,Clubs,No,Rarely,Commerce,6,Rarely,Excellent,Average,Yes,Yes,Yes,Agree,Yes,Medium,Yes,No,125,Yes
Njoku,Uche,2007-08-22,Male,Apapa,Borno,North West,Private,Alimosho,Day,Yes,1 hour,Yes,Teacher,Middle Income,Doctor,Medium,Drama,No,Rarely,Commerce,10,Daily,Average,Poor,Yes,Yes,No,Strongly Agree,No,Medium,No,Yes,222,Yes
Sanni,Chinedu,2010-03-26,Male,Alimosho,Adamawa,North West,Public,Amuwo-Odofin,Day,No,32 hours,No,Business,High Income,Developer,Medium,Sports,No,Sometimes,Arts,3,Occasional,Good,Poor,No,Yes,Yes,Neutral,No,Low,No,No,323,No
Anyanwu,Nanle,2009-12-19,Female,Oshodi-Isolo,Kwara,South East,Public,Ikorodu,Boarding,Yes,10 hours,Yes,Business,Middle Income,Engineer,Medium,Sports,Yes,Sometimes,Science,2,Occasional,Excellent,Average,No,No,Yes,Strongly Agree,No,Medium,Yes,No,158,Yes
Omesili,Kitoye,2006-04-16,Male,Epe,Abuja,North East,Private,Lagos Mainland,Boarding,No,1 hour,No,Teacher,High Income,Doctor,Medium,Clubs,Yes,Rarely,Science,3,Rarely,Excellent,Good,No,Yes,Yes,Agree,No,High,Yes,Yes,311,No
Ezeji,Augustina,2011-01-06,Male,Oshodi-Isolo,Oyo,South East,Public,Ifako-Ijaye,Boarding,No,10 hours,Yes,Civil Servant,High Income,Engineer,Low,Music,No,Often,Science,10,Daily,Average,Good,Yes,Yes,Yes,Strongly Disagree,Yes,Low,Yes,No,181,Yes
Ene,Kingsley,2008-07-23,Female,Agege,Akwa Ibom,South South,Public,Lagos Island,Boarding,No,32 hours,No,Medical Professional,Middle Income,Lawyer,Medium,Music,No,Rarely,Commerce,10,Occasional,Minor Issues,Average,Yes,Yes,Yes,Disagree,Yes,Low,No,No,218,No
Igbe,Sunday,2008-05-12,Male,Badagry,Ondo,South South,Public,Ikorodu,Day,Yes,32 hours,Yes,Engineer,Low Income,Businessperson,Medium,Music,Yes,Rarely,Commerce,7,Occasional,Average,Average,No,Yes,Yes,Disagree,Yes,Low,No,Yes,255,Yes
Ibiam,Zahra,2006-05-23,Female,Amuwo-Odofin,Osun,South South,Public,Ojo,Boarding,Yes,1 hour,No,Civil Servant,High Income,Artist,High,None,Yes,Rarely,Arts,5,Daily,Excellent,Good,No,Yes,No,Agree,No,High,No,Yes,132,Yes
Ene,Charity,2007-02-18,Female,Agege,Benue,South South,Public,Amuwo-Odofin,Day,Yes,10 hours,Yes,Civil Servant,Middle Income,Businessperson,High,Sports,Yes,Rarely,Science,3,Daily,Minor Issues,Good,Yes,No,Yes,Strongly Disagree,No,High,No,Yes,130,Yes
Andrew,Olanrewaju,2009-03-29,Female,Lagos Island,Zamfara,South South,Private,Oshodi-Isolo,Boarding,No,32 hours,No,Engineer,High Income,Lawyer,Medium,Drama,No,Sometimes,Science,7,Occasional,Minor Issues,Poor,Yes,No,Yes,Strongly Disagree,No,Low,Yes,Yes,325,No
Ezeji,Muhammad,2007-08-08,Female,Epe,Jigawa,North West,Public,Shomolu,Boarding,Yes,32 hours,No,Teacher,High Income,Developer,High,Drama,Yes,Rarely,Science,1,Rarely,Average,Poor,Yes,Yes,Yes,Strongly Agree,No,High,Yes,Yes,283,Yes
Elaigwu,Adamu,2010-05-08,Female,Mushin,Ebonyi,North East,Private,Ikeja,Day,Yes,1 hour,Yes,Engineer,Middle Income,Lawyer,High,Drama,No,Rarely,Science,4,Occasional,Excellent,Average,Yes,Yes,No,Disagree,Yes,High,Yes,Yes,131,No
Mohammed,Chinedu,2006-09-05,Female,Ikeja,Jigawa,North East,Public,Lagos Mainland,Day,No,5 hours,Yes,Civil Servant,Low Income,Artist,High,Clubs,Yes,Sometimes,Science,4,Rarely,Major Issues,Average,Yes,No,No,Agree,No,Medium,No,Yes,199,No
Jabbi,Hassan,2011-04-18,Female,Lagos Island,Bayelsa,South West,Public,Amuwo-Odofin,Day,Yes,10 hours,No,Business,Middle Income,Scientist,Low,None,No,Often,Arts,7,Rarely,Excellent,Average,No,No,Yes,Strongly Agree,Yes,Medium,Yes,No,134,Yes
Ebi,Alice,2010-07-16,Female,Kosofe,Lagos,South East,Public,Lagos Mainland,Day,No,3 hours,No,Business,High Income,Lawyer,High,None,No,Often,Science,3,Rarely,Minor Issues,Average,Yes,No,No,Disagree,Yes,Low,No,No,186,No
Yakubu,Emmanuel,2008-05-07,Female,Lagos Island,Borno,North West,Public,Eti-Osa,Day,Yes,3 hours,No,Civil Servant,High Income,Lawyer,Medium,Music,Yes,Rarely,Arts,1,Rarely,Minor Issues,Good,No,Yes,No,Neutral,No,Medium,No,No,106,Yes
Adebayo,Damilola,2010-06-16,Female,Alimosho,Gombe,North West,Public,Agege,Day,No,10 hours,Yes,Engineer,Middle Income,Teacher,Low,Sports,No,Rarely,Arts,3,Occasional,Minor Issues,Poor,Yes,No,No,Agree,Yes,Medium,Yes,No,200,Yes
Badamasi,Ibrahim,2007-09-18,Male,Agege,Taraba,South East,Public,Epe,Day,No,32 hours,Yes,Farmer,Low Income,Lawyer,Medium,Drama,Yes,Sometimes,Arts,8,Rarely,Major Issues,Poor,No,Yes,Yes,Strongly Disagree,No,Low,No,Yes,278,No
Olayinka,Philip,2006-10-02,Female,Ikeja,Kaduna,South East,Private,Alimosho,Boarding,No,10 hours,No,Business,Low Income,Scientist,Medium,Clubs,No,Often,Commerce,6,Occasional,Excellent,Good,Yes,No,Yes,Agree,No,Low,No,No,307,Yes
Ochoja,Ndubuisi,2005-10-25,Female,Ibeju-Lekki,Katsina,South South,Public,Alimosho,Boarding,Yes,1 hour,No,Teacher,Low Income,Developer,Medium,Music,Yes,Often,Commerce,6,Occasional,Good,Average,Yes,Yes,No,Agree,Yes,Medium,No,No,250,No
Stephen,John,2004-12-14,Male,Ikeja,Yobe,North West,Private,Oshodi-Isolo,Boarding,Yes,3 hours,No,Engineer,High Income,Teacher,Low,Sports,Yes,Often,Arts,9,Occasional,Minor Issues,Poor,Yes,Yes,No,Strongly Agree,No,Low,No,Yes,242,Yes
Taiwo,Felix,2009-06-08,Female,Ifako-Ijaye,Adamawa,North West,Public,Shomolu,Boarding,No,10 hours,No,Teacher,Middle Income,Artist,Medium,Drama,Yes,Often,Arts,3,Occasional,Minor Issues,Poor,No,Yes,Yes,Neutral,No,High,No,No,256,No
Ogunleye,Clement,2007-09-02,Female,Badagry,Taraba,South East,Public,Ikorodu,Boarding,Yes,1 hour,No,Medical Professional,Middle Income,Teacher,High,Sports,No,Sometimes,Arts,2,Rarely,Major Issues,Good,Yes,Yes,No,Strongly Agree,Yes,High,No,No,148,Yes
Taiwo,Zaharudeen,2008-01-18,Female,Lagos Mainland,Oyo,South East,Public,Surulere,Day,Yes,5 hours,Yes,Engineer,High Income,Businessperson,Medium,Music,Yes,Sometimes,Science,5,Occasional,Good,Poor,Yes,No,Yes,Disagree,No,Low,Yes,Yes,339,No
Oladipo,Ugonma,2005-07-17,Male,Apapa,Nasarawa,North East,Public,Eti-Osa,Day,No,10 hours,No,Farmer,Middle Income,Artist,Medium,Clubs,Yes,Often,Arts,8,Daily,Good,Good,Yes,Yes,No,Disagree,Yes,Medium,No,No,324,No
Ibrahim,Dare,2008-03-10,Male,Lagos Mainland,Osun,South South,Private,Lagos Mainland,Day,Yes,10 hours,No,Farmer,Middle Income,Teacher,High,Clubs,Yes,Sometimes,Commerce,8,Occasional,Good,Poor,No,No,No,Strongly Disagree,No,High,Yes,No,194,No
Okafor,Chidi,2008-03-16,Male,Surulere,Edo,South West,Public,Ifako-Ijaye,Day,No,10 hours,Yes,Business,Middle Income,Scientist,Low,Clubs,No,Rarely,Science,1,Occasional,Good,Good,No,No,No,Agree,No,High,No,No,292,Yes
Adesakin,Samuel,2010-06-01,Male,Ibeju-Lekki,Osun,South South,Public,Ikorodu,Day,Yes,1 hour,Yes,Civil Servant,Low Income,Engineer,Medium,Music,No,Often,Arts,10,Occasional,Major Issues,Average,Yes,Yes,Yes,Strongly Agree,Yes,Low,No,Yes,167,Yes
Nwosu,Nneka,2008-01-28,Female,Ifako-Ijaye,Niger,North West,Public,Oshodi-Isolo,Day,Yes,5 hours,Yes,Civil Servant,Middle Income,Businessperson,High,Drama,Yes,Rarely,Science,3,Occasional,Average,Average,Yes,Yes,No,Neutral,No,Medium,Yes,No,200,Yes
Odumodu,Adebayo,2007-07-12,Female,Lagos Island,Sokoto,North East,Private,Ajeromi-Ifelodun,Boarding,Yes,3 hours,No,Teacher,Low Income,Artist,High,Sports,Yes,Rarely,Science,1,Rarely,Average,Poor,Yes,Yes,No,Agree,Yes,High,Yes,Yes,177,No
Oyedepo,Nduka,2008-08-31,Female,Eti-Osa,Niger,South East,Private,Surulere,Boarding,No,32 hours,No,Medical Professional,High Income,Teacher,High,Drama,No,Sometimes,Science,8,Daily,Minor Issues,Poor,No,No,Yes,Strongly Disagree,Yes,Low,Yes,Yes,202,No
Ejugwu,Emeka,2011-01-07,Male,Lagos Island,Katsina,South West,Private,Agege,Boarding,No,5 hours,Yes,Teacher,Low Income,Engineer,Medium,Drama,Yes,Often,Science,2,Occasional,Excellent,Good,No,Yes,Yes,Agree,No,Medium,No,Yes,153,No
Osakwe,Johnson,2005-07-02,Male,Ikeja,Plateau,North West,Private,Surulere,Boarding,Yes,5 hours,Yes,Medical Professional,Middle Income,Lawyer,High,Drama,No,Sometimes,Arts,2,Rarely,Excellent,Good,No,No,Yes,Disagree,No,High,No,No,309,No
Egbon,Bimbo,2007-08-05,Female,Kosofe,Yobe,South West,Public,Shomolu,Day,No,5 hours,No,Business,High Income,Businessperson,Medium,Music,No,Often,Commerce,6,Occasional,Good,Average,No,Yes,Yes,Disagree,No,High,No,No,251,No
Yusuf,Monisola,2010-03-20,Male,Ojo,Ekiti,South South,Public,Eti-Osa,Day,No,5 hours,No,Engineer,Middle Income,Developer,Low,Drama,Yes,Sometimes,Science,3,Daily,Good,Average,Yes,No,No,Strongly Disagree,Yes,Low,No,Yes,236,Yes
Ekanem,Ifeoma,2007-09-05,Female,Amuwo-Odofin,Anambra,North East,Private,Apapa,Boarding,No,10 hours,No,Engineer,Low Income,Businessperson,Medium,Sports,Yes,Often,Science,4,Occasional,Excellent,Good,Yes,No,Yes,Agree,Yes,Low,Yes,Yes,277,Yes
Ahmad,Isong,2007-10-06,Male,Lagos Island,Ebonyi,South South,Public,Oshodi-Isolo,Boarding,Yes,3 hours,Yes,Business,Low Income,Teacher,Low,Music,No,Often,Arts,9,Rarely,Average,Good,Yes,No,No,Disagree,Yes,High,Yes,No,252,No
Zarami,Rasaki,2005-09-17,Female,Kosofe,Bauchi,South East,Public,Eti-Osa,Boarding,Yes,1 hour,No,Medical Professional,High Income,Scientist,Medium,Drama,No,Rarely,Commerce,1,Daily,Excellent,Average,Yes,No,No,Strongly Agree,No,Low,No,No,214,Yes
Osanyintipin,Chukwunonso,2007-03-26,Female,Ikorodu,Kano,North East,Public,Mushin,Boarding,Yes,10 hours,No,Civil Servant,Middle Income,Developer,Low,Music,Yes,Rarely,Arts,3,Occasional,Good,Poor,Yes,No,No,Disagree,Yes,Low,No,No,103,Yes
Ejeh,Chinonso,2011-08-09,Female,Epe,Plateau,South South,Private,Kosofe,Boarding,No,1 hour,No,Business,High Income,Businessperson,Medium,None,No,Often,Commerce,4,Rarely,Major Issues,Poor,No,No,No,Agree,No,High,Yes,No,126,Yes
Mohammed,Paul,2010-05-02,Female,Lagos Mainland,Sokoto,South West,Public,Ajeromi-Ifelodun,Day,No,1 hour,No,Farmer,Low Income,Businessperson,Medium,Sports,No,Often,Commerce,7,Rarely,Good,Poor,No,No,No,Agree,Yes,Low,No,Yes,340,No
Ajibola,Lateef,2009-01-21,Female,Oshodi-Isolo,Niger,North East,Public,Lagos Island,Day,Yes,1 hour,Yes,Engineer,High Income,Businessperson,High,Clubs,No,Often,Commerce,3,Rarely,Minor Issues,Poor,Yes,Yes,No,Neutral,Yes,High,Yes,Yes,175,Yes
Oguntayo,Olanrewaju,2007-07-05,Female,Ibeju-Lekki,Yobe,North East,Private,Ojo,Day,No,3 hours,Yes,Civil Servant,Low Income,Lawyer,Low,Sports,No,Rarely,Arts,2,Daily,Excellent,Good,Yes,Yes,Yes,Strongly Agree,Yes,Medium,No,No,269,No
Oguntayo,Bukola,2008-08-17,Male,Kosofe,Abia,South East,Public,Alimosho,Day,No,5 hours,No,Farmer,Middle Income,Lawyer,Low,Music,No,Rarely,Science,10,Rarely,Major Issues,Average,No,Yes,No,Agree,No,High,Yes,Yes,260,Yes
Ekanem,Chukwunonso,2007-12-02,Female,Surulere,Ekiti,South East,Private,Shomolu,Day,No,32 hours,No,Civil Servant,Low Income,Lawyer,Low,Drama,Yes,Often,Science,3,Daily,Major Issues,Poor,No,Yes,Yes,Strongly Agree,No,Medium,Yes,No,265,No
Ajayi,Ngozi,2006-04-01,Male,Eti-Osa,Delta,South West,Public,Apapa,Boarding,Yes,32 hours,No,Engineer,Middle Income,Businessperson,High,Clubs,No,Rarely,Commerce,2,Rarely,Minor Issues,Poor,No,No,Yes,Agree,Yes,Low,No,Yes,183,No
Saadu,Muhammad,2011-07-14,Male,Eti-Osa,Anambra,South West,Private,Amuwo-Odofin,Boarding,No,5 hours,Yes,Farmer,High Income,Lawyer,High,Drama,Yes,Rarely,Science,6,Occasional,Good,Poor,No,Yes,No,Strongly Disagree,No,Low,No,No,192,Yes
